snapshot_at_utc,videoId,title,description,channelId,channelTitle,publishedAt,categoryId,tags,thumbnail,viewCount,likeCount,commentCount,duration
2025-09-26T07:31:57.658843Z,T6v4mZVrsB0,ReGLOSS×BEMANI「Shooting Star」,"作詞・作曲：kors k
歌唱：ReGLOSS(音乃瀬奏/一条莉々華/儒烏風亭らでん/轟はじめ)


▼提供：株式会社コナミアミューズメント
「ReGLOSS プレミアムグッズキャンペーン」のReGLOSS×BEMANI書き下ろしコラボ新曲「Shooting Star」

他にもReGLOSS歌唱のBEMANIカバー曲4曲がプレーできます
さらに対象機種を対象店舗でプレーしてオリジナルグッズと交換しよう
キャンペーン期間は9月29日(月)10:00～11月25日(火)10:00

▼キャンペーン詳細はこちら
https://p.eagate.573.jp/game/bemani/regloss_premium_goods/

▼対象機種はこちら
beatmania IIDX 33 Sparkle Shower (https://p.eagate.573.jp/game/2dx/33/)

DanceDanceRevolution WORLD (https://p.eagate.573.jp/game/ddr/ddrworld/top/index.html)

GITADORA GALAXY WAVE DELTA (https://p.eagate.573.jp/game/gfdm/gitadora_galaxywave_delta/p/index.html)

GITADORA GALAXY WAVE (https://p.eagate.573.jp/game/gfdm/gitadora_galaxywave/p/index.html)

pop'n music Jam&Fizz (https://p.eagate.573.jp/game/popn/jamfizz/index.html)

SOUND VOLTEX EXCEED GEAR (https://p.eagate.573.jp/game/sdvx/vi/index.html)

ポラリスコード (https://p.eagate.573.jp/game/polarischord/pc/top/index.html)

麻雀格闘倶楽部 Extreme (https://p.eagate.573.jp/game/mfc/ac/)

麻雀ファイトガール (https://p.eagate.573.jp/game/mfg/1/)

★「BEMANI」とは
BEMANIとは、コナミアミューズメントの音楽ゲームの統一ブランド名です
1997年に稼働開始したbeatmaniaの略称であったビーマニを、音楽ゲーム全体をカバーする統一ブランドとして商品展開しています

--------------------------------------------------------------

＜ReGLOSS＞
◆火威青
◆音乃瀬奏 @OtonoseKanade 
◆一条莉々華 @IchijouRirika 
◆儒烏風亭らでん @JuufuuteiRaden 
◆轟はじめ @TodorokiHajime 

--------------------------------------------------------------

◆ReGLOSS OFFICIAL
ReGLOSSの最新情報をお届け！ぜひフォローしてください！
https://www.tiktok.com/@dev_is_regloss
https://www.instagram.com/regloss_official/

--------------------------------------------------------------

※ホロライブプロダクションから未成年の視聴者の方々へのお願い
[カバー 未成年者の方々へ]で検索してお読みいただくか、下記リンクをご確認の上、お楽しみください。
https://hololivepro.com/request-to-minors/",UC10wVt6hoQiwySRhz7RdOUA,hololive DEV_IS ReGLOSS,2025-09-25T10:00:06Z,24,hololive|ホロライブ|ReGLOSS|DEV_IS|デバイス|リグロス|音乃瀬奏|一条莉々華|儒烏風亭らでん|轟はじめ|ビーマニ|beatmania|コナミ|KONAMI,https://i.ytimg.com/vi/T6v4mZVrsB0/hqdefault.jpg,71092,8460.0,300.0,PT2M11S
2025-09-26T07:31:57.658843Z,NC9R5vQEZNk,【パチスロ生配信】東リべ上位まで全ツ配信!!Day4!!そろそろ頼む!!【東京リベンジャーズ】,"「諦めない」をテーマにパチンコ・パチスロ配信中！パチンコ・パチスロに対する姿勢で一人でも多くの人の気持ちを動かしたい、たくさんの人に楽しんでもらいたい、そんな思いを胸に秘めた者の物語。
先が読めない展開を共に楽しみましょう！


 #パチスロ生配信 #LIVE配信 #パチスロ #パチンコ #スマスロ#東京リベンジャーズ#新台

メンバーシップはこちらから！
https://www.youtube.com/channel/UCdCC1L_OxLrkoEjR19iXpRw/join

Xもフォロー宜しくお願いします♪
Xアカウント
https://twitter.com/pachisuroad_ch
X個人アカウント
https://twitter.com/yoshikun_lucky",UCdCC1L_OxLrkoEjR19iXpRw,パチスロードch,2025-09-25T14:12:16Z,24,,https://i.ytimg.com/vi/NC9R5vQEZNk/hqdefault.jpg,156546,1233.0,0.0,PT7H12M49S
2025-09-26T07:31:57.658843Z,XMbDMBZ44M4,久しぶりの重大発表の時期です,"【渋谷ハル × GALLERIAコラボPC発売中！】
https://www.dospara.co.jp/5gamepc/cts_collab_shibuyaharu

【渋ハルグッズ発売中！】
https://shibuyahal-store.jp/

【毎日クリップ動画を投稿してます！フォローお願いします！】
 https://twitter.com/ShibuyaHAL  (@ShibuyaHAL)

【KNRについて】
KNRとは？
https://note.com/shibuyahal/n/n126f88a54edf

KNR公式Twitter
https://twitter.com/KNR_Gaming_

【使用デバイス】
PC：https://www.dospara.co.jp/5gamepc/cts_collab_shibuyaharu
マウス：Viper Ultimate（ https://amzn.to/2XJT9Au ）
キーボード：Razer BlackWidow Lite JP( https://amzn.to/34OL52J )
イヤホン：Hammerhead Duo ( https://amzn.to/3amU3pf )
マウスパッド：Gigantus V2 Lサイズ ( https://amzn.to/3cEssk9 ) 
モニター：ZOWIE XL2546（ https://amzn.to/2J4aifL ）
マイク：NEUMANN U87Ai
オーディオインターフェース：RME Babyface Pro FS

【はいしんのるーる】
 - 同じ内容のコメントを連投しないでください。
 - コメント同士で配信と関係のない会話はほどほどに。
 - 他の人が不快になるようなコメントをしないでください。
 - 伝書鳩行為はご遠慮ください。
 - 質問は概要欄に書いてある内容を読んでからお願いします。
 - 質問する前に少しだけコメントを遡りましょう。同じ質問を100回くらい見ると少し気になる人も増えてきます。
 - 配信ルールに沿ってない人がいても注意して揉めるのはやめてね。
 - ルールがよくわからない場合は半年ROMりましょう。

コメントは沢山の人の目に入ります、リスペクトを持ったコメントをお願いします！

【YouTubeメンバー特典】
 - スポンサー専用絵文字の使用が可能
 - 名前の後ろにスポンサー限定のバッヂがつきます
https://www.youtube.com/channel/UChLfthKoUV502J7gU9STArg/join

毎日ライブ配信・実況動画投稿しているのでチャンネル登録お願いいたします！
PS4の人向けにも役立つことたくさん発信してます！
登録リンク ▶ https://t.co/nALKCnEgVF

【APEX 設定】
マウス感度: 1.25
スコープ倍率: 1.0
DPI: 800
視野角: 104
振り向き: 20.7cm

【各種リンク】
▷note: https://note.com/shibuyahal
▷視聴者Discord: https://discord.gg/gaqCTMM
※URLクリックではなく、コピペで参加できます（クリックすると期限切れと出ます）

【BGM】
BGM by Diverse System
https://diversesystem.bandcamp.com/
https://www.youtube.com/c/diversesystem/
http://diverse.jp/
この中から色々使ってます

Support the stream: https://streamlabs.com/HALchannel",UChLfthKoUV502J7gU9STArg,渋谷ハル,2025-09-25T12:21:10Z,24,,https://i.ytimg.com/vi/XMbDMBZ44M4/hqdefault.jpg,290377,4786.0,62.0,PT1H2M43S
2025-09-26T07:31:57.658843Z,d_2xBjrTsuA,『オメガ』に初見で挑んだ結果ｗｗｗ【モンハンワイルズ】【TGS2025 CAPCOMブース】,"どうも、よしなまです。
モンハンワイルズやっていくぞー！！！
TGSで試遊プレイさせてもらったぞ！

★『モンスターハンターワイルズ』
★TGS2025 ビジネスデイにて、カプコンより許可を得て撮影しております
★※開発中のものにつき、実際の仕様とは異なる場合があります

『モンスターハンターワイルズ』無料タイトルアップデート第3弾 紹介映像
https://www.youtube.com/watch?v=gC_E55sozYM&t=6s

TGS2025 CAPCOM ONLINE PROGRAM | 2025.9.24（JP）
https://www.youtube.com/watch?v=5KhJQtwfUww&t=1579s

再生リスト
https://youtube.com/playlist?list=PLA1YIUpRAYvXRSoXP0WFLTjS13xNCJofe&si=xAT3K9iDYpzRDwFJ

ツイッター
https://twitter.com/yosi980?lang=ja

ツイッチ（生配信はこちら
https://www.twitch.tv/yoshinama222

よしなまモデルPCはこちら！
https://www.dot1.shop/collections/pc-yoshinama

インスタグラム
  / yoshinama980  

よしなまグッズ
https://muuu.com/videos/6b3119b39e78f6ab

－－－
モンスターハンターワイルズ　©CAPCOM
#モンハンワイルズ
－－－

#カプコンTGS2025 #モンハンワイルズ #MHWilds #PR",UCEnkd5D-53MDGpgpiQRbUqw,よしなま,2025-09-25T09:30:00Z,20,モンハン|実況|モンハンワイルズ|モンスターハンター|ワイルズ|モンスターハンターワイルズ|よしなま|装備|アップデート|オメガ|FF14|ゴグマジオス,https://i.ytimg.com/vi/d_2xBjrTsuA/hqdefault.jpg,196576,2821.0,396.0,PT11M36S
2025-09-26T07:31:57.658843Z,gk416Gj50g4,ノリノリ悪徳メガネ！？｜はじめてのツイステ #78,"500マドル拾うんだよオラッ！
次回→近日
ツイステ再生リスト→https://www.youtube.com/playlist?list=PLilypEVBBl1XDZgVQEvkR14sa86vSaCfC
【スマホアプリ「ディズニー ツイステッドワンダーランド」の実況プレイ動画です。】

※私の活動に無関係な場所で「私の名前」や「動画内での内輪ネタ」等を使うのは迷惑になるので控えて下さい。

■Twitter→[https://twitter.com/puchohenzaa]
■niconico→[https://www.nicovideo.jp/user/36661466]",UCMzLWawc9x3rUsqYDEfgqzA,ジャック・オ・蘭たん,2025-09-25T11:54:45Z,20,ゲーム|実況|ジャック・オ・蘭たん,https://i.ytimg.com/vi/gk416Gj50g4/hqdefault.jpg,85541,4150.0,363.0,PT43M
2025-09-26T07:31:57.658843Z,pNNgirp8GLo,【TGS2025】スト6プロデューサーにぶっこみまくる！ハイタニ＆こく兄でカプコン・松本Pと対談【SF6 ストリートファイター6 スト6】,"#ハイタニ #格ゲー #スト6

0:00 OP
1:50 追加キャラの決め方
8:30 スト6開発で一番大変だったこと
12:51 開発視点でのスト6がブームになった理由
17:55 他IPキャラをスト6に出すことを踏み切った理由
23:20 esportsチームに求めること
27:50 こく兄からの要望
33:17 ハイタニからの要望
34:10 ハイタニからの要望（突っ込んだバージョン）※サムネ
37:45 観客席からの要望

こく兄
https://x.com/kokujind

ノーカット版
https://www.twitch.tv/videos/2575072729

Twitch配信 https://www.twitch.tv/haitani0904

Twitterアカウント https://twitter.com/hai090",UCxn5UDn9U-Km4Ug_bChuG6Q,ハイタニ TV,2025-09-25T16:36:15Z,20,ハイタニ|haitani|ハイタニTV|ゲーム|game|ゲーム実況|格ゲー|格闘ゲーム|FightingGame|eSports|eスポーツ|雑談|STREET FIGHTER|ストリートファイター|ストリートファイター6|スト6|SF6|STREET FIGHTER6|REJECT|CAPCOM|A.K.I.|アキ|モダン|MODERN|ザンギエフ|本田|リュウ|ケン|FGC|ED|エド|GOUKI|豪鬼|RYU|ZANGIEF|HONDA|CAMMY|キャミィ|LILY|リリー|JP|MARISA|マリーザ|MANON|DEE JAY|ディージェイ|マノン|DHALSIM|ダルシム|BLANKA|JURI|KIMBERLY|ブランカ|ジュリ|キンバリー|EVO|GUILE|ガイル|CHUN-LI|春麗|チュンリー|JAMIE|ジェイミー|LUKE|ルーク|コンボ|連続技|対空|グラップ|投げ抜け|ドライブインパクト|ドライブパリィ|ジャストパリィ|ドライブラッシュ|生ラッシュ|レバーレス,https://i.ytimg.com/vi/pNNgirp8GLo/hqdefault.jpg,88514,1908.0,281.0,PT51M59S
2025-09-26T07:31:57.658843Z,Ts5Ou7jqeGE,【ドラクエウォーク】女神ペルセリアの弱点と安定攻略法！間違いなく過去最大難度のメガモンｗ,"女神ペルセリア強すぎるだろおおｗｗｗ
-------------------------------------------------------------------------------------

▼メンバーシップの登録はこちら
https://www.youtube.com/channel/UC9-yZkJfxtg6WNCX5mUQb0w/join
　
▼チャンネル登録はこちら
http://www.youtube.com/channel/UC9-yZkJfxtg6WNCX5mUQb0w?sub_confirmation=1

▼X(旧Twitter)アカウントはこちら
https://twitter.com/nogoro_dq

#ドラクエウォーク #DQウォーク #ドラゴンクエストウォーク

---------------------------------------------------------------------------------------

この動画で利用している株式会社スクウェア・エニックスを代表とする共同著作者が権利を所有する著作物及びスギヤマ工房有限会社が権利を所有する楽曲の転載・配布は禁止いたします。
© ARMOR PROJECT/BIRD STUDIO/SQUARE ENIX All Rights Reserved.
© SUGIYAMA KOBO",UC9-yZkJfxtg6WNCX5mUQb0w,ノゴローチャンネル,2025-09-25T11:14:05Z,20,ドラクエ|ドラクエウォーク|DQウォーク|ドラゴンクエストウォーク|スマートウォーク|女神セレシアの杖|女神ぺルセリア|ペルセリア|武器継承|武器熟練度|アークデーモン|ワイトキング|ギガモン|メガモン|なかモン|攻略|こころ|ほこら|レベル上げ|宝の地図|錬金百式|覚醒千里行|天気のほこら|ガチャ|ノゴロー,https://i.ytimg.com/vi/Ts5Ou7jqeGE/hqdefault.jpg,113632,1304.0,137.0,PT17M20S
2025-09-26T07:31:57.658843Z,bbhJnJE_e8w,【LTK DCスクリム】新パッチ適合者 【フルメンバー　3試合】,"※未成年の視聴者の方々は、下記リンク先の注意事項もご覧ください。
https://www.anycolor.co.jp/notice-for-minors

▽ お願い
　・ほかのチャンネルでは内輪ネタは控えてください
　　(​🎲ｩ！等 意味を理解できず不快に思う方がいるかもしれません)

　・人を不快にさせるような発言はご遠慮下さい
　　(暴力的、性的、批判的な発言)

　・他のチャンネルで無闇に名前を出さないでください


BGMしゃろう3：https://www.youtube.com/@Sharou/videos
騒音のない世界3：https://www.youtube.com/channel/UC2KNOBqzElEs8TA7SR2Hm2w
TheFatRat - Unity：https://www.youtube.com/watch?v=n8X9_MgEdCg

NCS:https://www.youtube.com/watch?v=NVXgPsK_eTw

1. Elektronomia - Sky High
2. Janji - Heroes Tonight
3. Tobu - Hope
4. Warriyo - Mortals
5. Cartoon - On & On
6. Cartoon - Why We Lose
7. DEAF KEV - Invincible
8. Different Heaven & EH!DE
9. Disfigure - Blank
10. Electro-Light - Symbolism
11. Sub Urban - Cradles
12. Syn Cole - Feel Good
13. Tobu & Itro - Sunburst
14. Unknown Brain - Superhero
15. Itro & Tobu - Cloud 9
16. Jo Cohen & Sex Whales - We Are
17. Julius Dreisig & Zeus X Crona - Invisible
18. Lost Sky - Fearless pt.II
19. Robin Hustin x TobiMorrow - Light It Up
20. Spektrem - Shine
21. Ship Wrek & Zookeepers - Ark
22. Tobu - Candyland
23. Tobu - Infectious
24. Unknown Brain x Rival - Control
25. Aero Chord - Shootin Stars
26. Desmeon - Hellcat
27. Different Heaven - Nekozilla
28. Diviners - Savannah
29. Jim Yosef - Firefly
30. Lost Sky - Dreams pt. II
31. Lensko - Let's Go!
32. Lost Sky - Where We Started
33. Unknown Brain - MATAFAKA
34. Unknown Brain - Why Do I
35. Anikdote - Turn It Up
36. Culture Code - Make Me Move
37. Elektronomia - Energy
38. Jim Yosef - Link
39. JJD - Adventure
40. JPB - High
41. Prismo - Stronger
42. Razihel - Love U
43. Tobu - Life
44. Vanze - Forever
45. Cartoon - C U Again
46. Clarx - H.A.Y
47. Diamond Eyes - Everything
48. Diviners - Tropic Love
49. Elektronomia - Limitless
50. Heuse & Zeus x Crona - Pill
51. Axol x Alex Skrindo - You
52. Diamond Eyes - Flutter
53. Dirty Palm - Oblivion
54. Jim Yosef & Anna Yvette - Linked
55. JPB - Defeat The Night
56. K-391 - Earth
57. Laszlo - Fall To Light
58. Lost Sky - Dreams
59. Lost Sky - Fearless
60. RetroVision - Puzzle
61. Different Heaven - Safe And Sound
62. Dirty Palm - Freakshow
63. Kisma - Fingertips
64. Krys Talk & Cole Sipe - Way Back Home
65. Lensko - Circles
66. Max Brhon - Cyberpunk
67. Prismo - Weakness
68. Tobu - Seven
69. Unknown Brain - Say Goodbye
70. Y&V - Lune
71. Alex Skrindo - Jumbo
72. Giraffe Squad - Wait For Me
73. Jim Yosef - Eclipse
74. Lensko - Cetus
75. LFZ - Popsicle
76. NIVIRO - The Ghost
77. Paul Flint - Savage
78. Ship Wrek, Zookeepers & Trauzers - Vessel
79. Unknown Brain - Inspiration
80. Unknown Brain - Perfect 10
81. Distrion & Alex Skrindo - Entropy
82. Distrion & Electro-Light - Rubik
83. it's different - Shadows
84. IZECOLD - Close
85. Jim Yosef - Arrow
86. Jim Yosef - Can't Wait
87. Lost Sky - Lost
88. Spektrum & Sara Skinner - Keep You
89. Tobu & Syndec - Dusk
90. Wontolla, Kasger & Limitless - Miles Away
91. 3rd Prototype - Dancefloor
92. Axol & The Tech Thieves - Bleed
93. Barren Gates - Devil
94. Clarx - Zig Zag
95. Desmeon - Back From The Dead
96. Disfigure - Blank VIP
97. Tobu - Roots
98. Valence - Infinite
99. Vanze - Survive
100. Zaza - Be Together

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

Music provided by NCS
https://www.youtube.com/c/NoCopyrightSounds
https://ncs.io

All rights reserved by NCS 
Sun NCS - I am not a performer of all songs",UCSFCh5NL4qXrAy9u-u2lX3g,Kuzuha Channel,2025-09-25T18:31:01Z,20,葛葉|くずは|kuzuha|吸血鬼|にじさんじ|nijisanji|いちから株式会社|ichikara|Vtuber|anime|アニメ|japan|切り抜き|雑談|game|ゲーム|実況|歌ってみた|カバー|CAPCOM,https://i.ytimg.com/vi/bbhJnJE_e8w/hqdefault.jpg,161898,2708.0,26.0,PT4H7M
2025-09-26T07:31:57.658843Z,XUluMbd7ryM,ヴァルヴレイヴでハラキリドライヴが飛んだ飛んだ飛んだ｜1GAMEてつの妖回胴中記# 327【パチスロ・スロット】,"※動画内で表記してある収録店舗を間違えておりました。
正しくは「ニラク郡山荒井店」様です。
関係者様、視聴者の皆様、大変申し訳ございませんでした。


来店でも打ち続けているヴヴヴ。
ヴァルヴレイヴ2も楽しみです。


サブチャンネルはこちらから
↓↓↓↓↓↓↓↓↓↓
https://www.youtube.com/channel/UCLfg1rHrRrcGhZTzZCQ1erw?sub_confirmation=1

直近の収録スケジュールはこちらから
↓↓↓↓↓↓↓↓↓↓
http://slot-1game.com


【オブジョイトイ】【むつかけ】などの1GAMEホール取材はこちらから
↓↓↓↓↓↓↓↓↓↓
https://report.slot-1game.com/


☆☆妖回胴中記☆☆
1GAME代表てつの、パチンコ・パチスロガチ実践バラエティ。
心が折れるまで打ち、その稼働結果を妖怪として名づける企画。


■撮影協力店舗
福島県：ニラク郡山荒井店
https://www.p-world.co.jp/fukushima/arai.htm


■出演者：1GAME「てつ」

【ツイッター】
https://twitter.com/tetsu0722

【インスタグラム】
http://instagram.com/1game_tetsu/

【ブログ（パチスロバカ一代）】
http://pachibaka.com/

【てつのオンラインサロン】
サロン概要、及び入会申し込みはコチラから
https://lounge.dmm.com/detail/2326/


■妖回胴中記 過去の動画はこちらから
https://www.youtube.com/playlist?list=PLJvQQACqRSFp8ifGdbTHhZGTzXS0APpkD

OP music about
Music by: 魔王魂

■楽曲ライセンス
PURPLE PLANET MUSIC https://www.purple-planet.com/

#1GAMEてつ
#革命機ヴァルヴレイヴ 
#妖回胴中記",UCTgIFU4_hG6aA7VfWS8blQg,1GAME TV パチンコパチスロ実践動画,2025-09-25T09:00:54Z,20,1GAME|実践動画|実戦動画|妖回胴中記|てつ|SANKYO|パチスロ革命機ヴァルヴレイヴ|革命BONUS|革命RUSH|ハラキリチャレンジ|ハラキリDRIVE|超革命RUSH|スマスロ|ブラックアウト|妖怪道中記|有利区間,https://i.ytimg.com/vi/XUluMbd7ryM/hqdefault.jpg,98251,1300.0,83.0,PT49M24S
2025-09-26T07:31:57.658843Z,yeiuS_JjTA0,ヴァン！ヴァアヴァー！！ヴァン！！ヴァア！！ヴァアア！！【モンストニュース】,"モンニュ：https://youtu.be/gG3_yzSjwBs?feature=shared
---------------------------------------------------------------------------------------
【BGM音源・効果音・背景使用元はこちらになります】
DOVA-SYNDROME：http://dova-s.jp/
効果音ラボ：http://soundeffect-lab.info
After Effects Style：http://ae-style.net/materials/
※使用していない場合があります
---------------------------------------------------------------------------------------
Twitter：http://twitter.com/gamikun_mnst",UCqfELxLmasBwYET4ZAMfMqA,がみくん,2025-09-25T08:36:28Z,20,がみくん|モンスターストライク|モンスト|攻略|モンストニュース|ガチャ|使ってみた|がみ|マリオカートワールド|Switch2,https://i.ytimg.com/vi/yeiuS_JjTA0/hqdefault.jpg,165219,2059.0,381.0,PT13M48S
2025-09-26T07:31:57.658843Z,1bsNWZ3r8Pk,馴れ合いｖｓ冷笑 攻城戦 - マインクラフト【KUN】,"🔳50人クラフトグッズの購入はこちらから
https://clear-lab.jp/kun50craft-goods/

🔳50人クラフトグッズ【公式】Xアカウントはこちらから
https://x.com/KUN_50craft

🔳50人クラフトメンバーシップはこちらから
https://www.youtube.com/channel/UCoQhX2O93MVTWfgIz-8wOmg/join

🔳【マインクラフト単発企画】新50人クラフト
https://www.youtube.com/playlist?list=PLl32tGbAYNEqbCbPMm5RsvDugqxYfY1Z1

━━━━━━━━━━━━━━━━━━━━━━━━
チャンネル登録もよろしく。

🔳  配信はKICKで
KICK【https://kick.com/kun1234 】

🔳  ツイッター【 https://twitter.com/roadhog_KUN 】

━━━━━━━━━━━━━━━━━━━━━━━━
🔳 KUNのチャンネル『 KUN 』
https://www.youtube.com/channel/UCGjV4bsC43On-YuiLZcfL0w/

🔳 ニート部チャンネル『 KUN ニート部 』
https://www.youtube.com/channel/UCFQu6Q-9LAS3KoEuRDNkzGA

🔳 ニート部セカンドチャンネル『 KUN ニート部  別冊号』
https://www.youtube.com/channel/UCYpUE-NpFruGzW6Nge8h_pg

🔳 その他動画『 KUNの色々』
https://www.youtube.com/channel/UCRtNb9KCVfZX1vFswsYUaQQ

━━━━━━━━━━━━━━━━━━━━━━━━

🔳『新50人クラフト』第１期
https://www.youtube.com/playlist?list=PLl32tGbAYNEoRhfDGNa5-resPrXjTIN36

🔳『新50人クラフト』第２期
https://www.youtube.com/playlist?list=PLl32tGbAYNErd2QBBJFBVYDuGJAihX4tZ

🔳『攻城戦マインクラフト』シリーズ
https://www.youtube.com/playlist?list=PLl32tGbAYNErDUrssjLelvWKFq5rKmguw

🔳【マインクラフト単発企画】新50人クラフト
https://www.youtube.com/playlist?list=PLl32tGbAYNEqbCbPMm5RsvDugqxYfY1Z1

━━━━━━━━━━━━━━━━━━━━━━━━

🔳 使用素材サイト(音楽は使用していない場合もあります)

YoutubeAudioLibraly
OtoLogic https://otologic.jp/
DOVA-SYNDROME https://dova-s.jp/_contents/agreement/
効果音素材：ポケットサウンド - https://pocket-se.info/
音楽：魔王魂 http://maoudamashii.jokersounds.com/about.html
■サイト名：On-Jin ～音人～　■サイトアドレス：https://on-jin.com/
MusMus http://musmus.main.jp 
PocketSound　https://pocket-se.info/
D-elf　https://www.d-elf.com/
音楽素材「PeriTune」
URL：https://peritune.com/
制作者：むつき醒(Sei Mutsuki)
ノタの森　http://notanomori.net/
提供：GT-K（DOVA-SYNDROME）

編集者：研修中AN

#KUN #マインクラフト #マイクラ #Minecraft #50人クラフト #リスナー参加型 #マイクラ参加型 #マイクラ攻城戦 #建築 #顔出し #実況 #実況者 #ゲーム",UCoQhX2O93MVTWfgIz-8wOmg,KUNの50人クラフト,2025-09-25T07:00:04Z,20,KUN|くん|クン|マイクラ|50人クラフト|建築|攻城戦|サバイバル|MOD|工業|ニート部|人狼|ホラー|BAN|実況|日本|日本語|面白い|ゲーム|GAME|実況者|Japan|Japanese|くんマイクラ|くんニート部|くん50人クラフト,https://i.ytimg.com/vi/1bsNWZ3r8Pk/hqdefault.jpg,115069,3018.0,354.0,PT30M6S
2025-09-26T07:31:57.658843Z,8ngaGF1X7h4,KUNが完全ランダムで選ばれた参加勢50人に褒めるか悪口を言います - マインクラフト【KUN】,"🔳50人クラフトグッズの購入はこちらから
https://clear-lab.jp/kun50craft-goods/

🔳50人クラフトグッズ【公式】Xアカウントはこちらから
https://x.com/KUN_50craft

🔳50人クラフトメンバーシップはこちらから
https://www.youtube.com/channel/UCoQhX2O93MVTWfgIz-8wOmg/join

━━━━━━━━━━━━━━━━━━━━━━━━

チャンネル登録もよろしく。

🔳  配信はKICKで
KICK【https://kick.com/kun1234 】

🔳  ツイッター【 https://twitter.com/roadhog_KUN 】

━━━━━━━━━━━━━━━━━━━━━━━━
🔳 50人クラフトのマイクラチャンネル『 KUNの50人クラフト 』
https://www.youtube.com/channel/UCoQhX2O93MVTWfgIz-8wOmg

🔳 ニート部チャンネル『 KUN ニート部 』
https://www.youtube.com/channel/UCFQu6Q-9LAS3KoEuRDNkzGA

🔳 ニート部セカンドチャンネル『 KUN ニート部  別冊号』
https://www.youtube.com/channel/UCYpUE-NpFruGzW6Nge8h_pg

🔳 その他動画『 KUNの色々』
https://www.youtube.com/channel/UCRtNb9KCVfZX1vFswsYUaQQ

━━━━━━━━━━━━━━━━━━━━━━━━

🔳『新50人クラフト』第１期
https://www.youtube.com/playlist?list=PLl32tGbAYNEoRhfDGNa5-resPrXjTIN36

🔳『新50人クラフト』第２期
https://www.youtube.com/playlist?list=PLl32tGbAYNErd2QBBJFBVYDuGJAihX4tZ

🔳『攻城戦マインクラフト』シリーズ
https://www.youtube.com/playlist?list=PLl32tGbAYNErDUrssjLelvWKFq5rKmguw

🔳【マインクラフト単発企画】新50人クラフト
https://www.youtube.com/playlist?list=PLl32tGbAYNEqbCbPMm5RsvDugqxYfY1Z1

━━━━━━━━━━━━━━━━━━━━━━━━

🔳 使用素材サイト(音楽は使用していない場合もあります)

YoutubeAudioLibraly
OtoLogic https://otologic.jp/
DOVA-SYNDROME https://dova-s.jp/_contents/agreement/
効果音素材：ポケットサウンド - https://pocket-se.info/
音楽：魔王魂 http://maoudamashii.jokersounds.com/about.html
■サイト名：On-Jin ～音人～　■サイトアドレス：https://on-jin.com/
MusMus http://musmus.main.jp 
PocketSound　https://pocket-se.info/
D-elf　https://www.d-elf.com/
音楽素材「PeriTune」
URL：https://peritune.com/
制作者：むつき醒(Sei Mutsuki)
ノタの森　http://notanomori.net/
提供：GT-K（DOVA-SYNDROME）

編集： 研修中KB

#KUN #マインクラフト #マイクラ #Minecraft #50人クラフト #リスナー参加型 #マイクラ参加型 #マイクラ攻城戦 #建築 #顔出し #実況 #実況者 #ゲーム",UCGjV4bsC43On-YuiLZcfL0w,KUN,2025-09-26T03:00:21Z,20,KUN|くん|クン|マイクラ|50人クラフト|建築|攻城戦|サバイバル|MOD|工業|ニート部|人狼|ホラー|BAN|実況|日本|日本語|面白い|ゲーム|GAME|実況者|Japan|Japanese|くんマイクラ|くんニート部|くん50人クラフト,https://i.ytimg.com/vi/8ngaGF1X7h4/hqdefault.jpg,30359,1283.0,95.0,PT22M1S
